compound_name,polarity,mz,rtmin,rtmax,quality,fragmz,int,first_scan
Sulfoacetic acid,neg,138.970671,14.42635002,15.1696473,maybe,64.97026145197493,8432.447190379133,113123
Sulfoacetic acid,neg,138.970671,14.42635002,15.1696473,yes,79.95742344844878,354734.7120071039,113060
Sulfoacetic acid,neg,138.970671,14.42635002,15.1696473,yes,94.98092629023829,420482.12730410194,113060
Sulfoacetic acid,neg,138.970671,14.42635002,15.1696473,maybe,138.97091242490558,49366.84163871881,113060
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,maybe,66.03374318234634,92244.49807778686,68744
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,yes,68.0494065633025,92579.30519959998,68695
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,yes,93.04462652413572,865469.8353885643,68695
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,yes,95.06029501975512,619396.9508726331,68695
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,maybe,97.03950014353116,92653.19158358051,68821
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,yes,121.03956099539694,2214124.7303592,68695
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,maybe,122.04292652883336,76815.70754163778,68960
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,yes,139.0500957503916,1615645.3388609276,68695
Urocanic acid,pos,139.05020399999998,7.312249886,8.272284159,maybe,140.0536147296138,57754.585645855186,68960
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,maybe,59.06035178483994,2639.649633352222,145201
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,maybe,74.09022500571349,1443.7620333509574,145201
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,yes,75.09651008551907,3522.366210920582,144954
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,yes,76.1027514904716,33274.67164750159,144954
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,maybe,77.10893461273339,1199.6668227510595,145831
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,maybe,121.12418235074408,975.9454814949294,145075
"Ornithine, 2H6",pos,139.134816,16.12677847,18.19865815,yes,122.10824808080855,3947.291941543158,145075
3-Aminopropanesulfonate,pos,140.037592,11.2495655,12.13501292,yes,41.03857264068577,36482.12633129674,102276
3-Aminopropanesulfonate,pos,140.037592,11.2495655,12.13501292,maybe,58.065123872032785,4813.7459514549555,102144
3-Aminopropanesulfonate,pos,140.037592,11.2495655,12.13501292,yes,59.04916969345302,14922.13541737385,102144
3-Aminopropanesulfonate,pos,140.037592,11.2495655,12.13501292,yes,123.01101074160975,44140.93740300774,102144
3-Aminopropanesulfonate,pos,140.037592,11.2495655,12.13501292,maybe,140.03762188066253,10363.277853466216,102505
N-Methyltaurine,pos,140.037592,7.101943389,8.103897045,yes,44.04944391516307,164953.41639004563,65706
N-Methyltaurine,pos,140.037592,7.101943389,8.103897045,yes,58.06510478886456,204564.02074301025,65706
N-Methyltaurine,pos,140.037592,7.101943389,8.103897045,maybe,96.9954207207486,19850.29909548038,65706
N-Methyltaurine,pos,140.037592,7.101943389,8.103897045,yes,140.03756131087866,63208.17797657768,65706
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,maybe,52.01812024910864,33526.061880501715,27850
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,yes,54.03376705268862,213524.36871089748,27850
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,yes,81.0446526326705,2758881.4412259613,27850
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,maybe,82.04794645912389,44648.46077713224,27998
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,yes,122.07118725944748,629579.3715394632,27850
Toxopyrimidine,pos,140.08183799999998,2.992419416,4.120581746,yes,140.08172702937358,828415.138651843,27850
2-mercaptoethanesulfonic acid,neg,140.96856300000002,2.79793008,3.811790739,maybe,79.9574952294272,12216.667514067967,21001
2-mercaptoethanesulfonic acid,neg,140.96856300000002,2.79793008,3.811790739,yes,80.9652215034137,622665.5845827628,21001
2-mercaptoethanesulfonic acid,neg,140.96856300000002,2.79793008,3.811790739,yes,140.96870165334818,52758.27156062972,21119
"Sulfoacetic acid, 13C2",neg,140.977381,14.47182897,15.07115973,yes,79.95736082628079,279670.42624733667,122303
"Sulfoacetic acid, 13C2",neg,140.977381,14.47182897,15.07115973,yes,79.95737972064887,275501.8873860677,122303
"Sulfoacetic acid, 13C2",neg,140.977381,14.47182897,15.07115973,yes,95.98421353474939,343813.2264914773,122303
"Sulfoacetic acid, 13C2",neg,140.977381,14.47182897,15.07115973,maybe,140.97744469300608,37145.358417420604,122303
Ectoine,neg,141.06695200000001,9.350281032,10.12519146,yes,141.06704847596328,72777.24360902444,73547
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,51.02286573689254,78555.37060088415,46920
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,maybe,53.038512220537946,48182.53115291468,47063
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,maybe,70.07302884082583,48212.47575356025,47063
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,78.03372346266545,1127775.157795722,46920
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,79.04002319382056,113111.39749010876,47115
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,95.06839884550283,60687.97218240177,47191
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,maybe,95.06894704251337,60730.01372798669,47191
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,96.0443204742723,246518.3849089088,46920
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,maybe,97.05063390805469,42000.03098199111,47077
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,97.0838465261364,973289.3763116603,46920
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,98.09009336136067,98177.3519826586,47191
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,106.02863347824342,326920.6644574569,47077
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,124.03924564583465,77687.01048979997,47063
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,141.07369760337141,5406492.104309173,46920
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,142.0798480141453,509407.119161137,46939
"Homarine, 2H3",pos,141.07378599999998,5.02370801,6.413417281,yes,151.7382699953381,58667.002915629724,47203
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,42.0337875704011,187155.96857472486,84906
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,44.04940557871131,310257.2751074841,84637
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,56.049403546290705,421352.308173997,84637
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,68.04939307092076,1012101.1708098236,84637
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,73.07594778626124,203375.09795785733,84764
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,84.04440470139416,61226.43263322073,84764
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,97.0759997012138,4366452.149111558,84637
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,98.07938389437699,128129.65412403311,84764
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,101.07085144338093,417790.1652041886,84764
Ectoine,pos,143.081504,9.350281032,10.12519146,maybe,102.05494254393318,52703.457229748106,84906
Ectoine,pos,143.081504,9.350281032,10.12519146,maybe,104.41456945822053,65581.53638231885,85207
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,143.08144286680832,2407547.645477398,84637
Ectoine,pos,143.081504,9.350281032,10.12519146,yes,144.08476413396065,93365.80144844172,85045
Ectoine,pos,143.081504,9.350281032,10.12519146,maybe,153.89844920841634,51989.59766118213,85785
Proline betaine,pos,144.101905,6.250108966,7.363948188,maybe,44.04942738141591,14623.643222652458,59177
Proline betaine,pos,144.101905,6.250108966,7.363948188,yes,58.06507814554719,122292.84354502115,59177
Proline betaine,pos,144.101905,6.250108966,7.363948188,yes,84.08072763483345,85018.73695108121,59177
Proline betaine,pos,144.101905,6.250108966,7.363948188,maybe,102.05501388510801,19283.970198228624,59232
Proline betaine,pos,144.101905,6.250108966,7.363948188,yes,144.10181358855925,1456066.2828198555,59177
Proline betaine,pos,144.101905,6.250108966,7.363948188,maybe,145.10520691107524,30706.440294188273,59502
2-Ketoglutaric acid,neg,145.014249,12.54015083,13.2165334,yes,57.03464441650111,8814.749108224345,98707
2-Ketoglutaric acid,neg,145.014249,12.54015083,13.2165334,maybe,101.02448840721821,7308.040999029307,98707
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,41.998565417418014,34637.332778611715,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,58.0298452312735,6090.568520130337,83224
L-Glutamine,neg,145.061867,10.64063579,11.64917964,maybe,67.03019062463511,4950.556578207783,83224
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,74.02480560555938,7670.1182336140455,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,maybe,82.02983712984867,4298.513470845717,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,84.04555526416287,11223.673708378814,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,maybe,86.02484863095984,4932.352595477634,83350
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,109.04082592019991,15145.13475427959,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,yes,127.05136946080044,18922.922664727626,82984
L-Glutamine,neg,145.061867,10.64063579,11.64917964,maybe,128.03544617753278,7527.782273098275,83120
L-Glutamine,neg,145.061867,10.64063579,11.64917964,maybe,145.06199374492246,6964.716879508143,83120
L-Lysine,neg,145.098252,17.8302554,19.26689281,yes,145.09836015802105,2641.812106956468,142200
L-Glutamic acid,neg,146.045883,11.6035927,12.25194062,yes,102.05611192699502,95657.3180454303,90224
L-Glutamic acid,neg,146.045883,11.6035927,12.25194062,yes,128.0354255934299,34818.807360610386,90224
L-Glutamic acid,neg,146.045883,11.6035927,12.25194062,maybe,146.04622314940218,10715.278757295155,90224
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,41.00335573789209,13107.656924432697,44656
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,41.99859729178197,11319.11961393079,44656
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,41.99863534705223,11550.459461783621,44656
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,57.03466234442508,11554.793123841091,44610
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,yes,72.04558388780177,10635.850045319528,44656
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,yes,74.02479561872177,70693.34512850153,44610
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,yes,84.04555756605613,24825.066984253812,44610
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,yes,98.0248593582809,22518.0052394043,44656
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,104.03541991767888,6684.905685806993,44610
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,yes,116.03544407590002,10211.122393725685,44610
O-Acetyl-L-serine,neg,146.045883,5.397976864,7.505107613,maybe,146.02490202577508,6394.877301609261,44610
beta-Glutamic acid,neg,146.045883,11.11733175,12.06669836,maybe,59.01385596969053,4596.896547662814,87365
beta-Glutamic acid,neg,146.045883,11.11733175,12.06669836,yes,85.02955688573894,51452.89267964266,87247
beta-Glutamic acid,neg,146.045883,11.11733175,12.06669836,yes,102.0562058448526,9414.83885373525,87247
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,41.00334377599665,3917.8510382796285,66851
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,43.01897204033615,12411.508771909886,66804
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,maybe,56.05066635248498,2884.670097115938,67172
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,57.03463239668226,5806.634673450943,66804
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,71.05033174627387,4778.24645275524,66804
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,72.00913030708442,2880.592111482269,66804
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,maybe,84.04553828482477,2521.7364579501286,66851
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,128.07187457826402,8244.804747284783,66804
Hydroxyisoleucine,neg,146.082268,8.13948349,9.786168148,yes,146.0824325284009,6033.0855345363825,66804
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,43.0177928378767,388219.62838627055,89144
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,44.049447362081644,100215.6910079438,89305
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,45.033421670831714,263554.34213700256,89144
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,maybe,45.0572509791232,50761.79297478587,89353
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,60.08071047969631,875659.2660612296,89144
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,maybe,69.03343279627052,22643.703858899935,89144
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,87.04396853433826,1499997.5682199243,89144
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,maybe,88.04753979036572,45113.21616165726,89353
(3-Carboxypropyl)trimethylammonium,pos,146.11755499999998,9.754189366,10.47376154,yes,146.11747438773114,535351.6254729442,89144
Acetylcholine,pos,146.11755542,12.1,13.3,maybe,42.0336938949888,31257.54765893185,108685
Acetylcholine,pos,146.11755542,12.1,13.3,yes,43.017784044888906,543626.3511936059,108685
Acetylcholine,pos,146.11755542,12.1,13.3,maybe,44.04944091222624,49227.454416188746,108685
Acetylcholine,pos,146.11755542,12.1,13.3,maybe,58.06504550258483,21297.95353857094,109018
Acetylcholine,pos,146.11755542,12.1,13.3,yes,60.08070204198606,101564.33960458926,108685
Acetylcholine,pos,146.11755542,12.1,13.3,yes,87.04396844432185,1417288.3978993474,108685
Acetylcholine,pos,146.11755542,12.1,13.3,maybe,146.11747630927894,68856.71430800024,108685
2-keto-4-methylthiobutyric acid,neg,147.012141,2.071633225,2.58565018,yes,46.99608531836828,19213.186073685523,16612
2-keto-4-methylthiobutyric acid,neg,147.012141,2.071633225,2.58565018,maybe,99.00888513056259,6260.4453593235385,16612
L-Glutamine,pos,147.076419,10.64063579,11.64917964,yes,41.038594189825474,17054.615582471917,97632
L-Glutamine,pos,147.076419,10.64063579,11.64917964,maybe,44.013052566843,6427.814991208109,97911
L-Glutamine,pos,147.076419,10.64063579,11.64917964,yes,56.04944836847153,26260.619871415805,97632
L-Glutamine,pos,147.076419,10.64063579,11.64917964,yes,84.04434605205515,259709.4291719147,97632
L-Glutamine,pos,147.076419,10.64063579,11.64917964,yes,85.02845167046686,8939.761813872792,97922
L-Glutamine,pos,147.076419,10.64063579,11.64917964,maybe,102.05495263016444,7792.537208757496,97632
L-Glutamine,pos,147.076419,10.64063579,11.64917964,yes,130.0498848293858,25088.863953913467,97632
L-Lysine,pos,147.11280399999998,17.8302554,19.26689281,maybe,55.05425119543419,772.4493615473215,156751
L-Lysine,pos,147.11280399999998,17.8302554,19.26689281,maybe,56.04947004198495,1964.9011579861779,156628
L-Lysine,pos,147.11280399999998,17.8302554,19.26689281,yes,84.08074904099166,30480.16156335046,156628
L-Lysine,pos,147.11280399999998,17.8302554,19.26689281,maybe,91.05418060016586,778.754760950423,156628
L-Lysine,pos,147.11280399999998,17.8302554,19.26689281,maybe,130.0862421051554,1916.9913798892273,156751
L-Methionine,neg,148.043775,6.595656034,7.897432423,yes,46.996104236922605,23640.51543921844,50620
L-Methionine,neg,148.043775,6.595656034,7.897432423,maybe,92.05072640468418,1307.9114598810886,50620
L-Methionine,neg,148.043775,6.595656034,7.897432423,maybe,148.113350606483,1197.6752714074175,50620
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,yes,41.03859982194414,9030.792977712032,105426
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,yes,56.04946781386061,22626.6851325053,105426
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,yes,84.04436770921052,122322.61152022373,105426
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,maybe,85.02852719346112,4807.875611986433,105426
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,maybe,102.05492244842043,9964.178528003436,105426
L-Glutamic acid,pos,148.06043499999998,11.6035927,12.25194062,maybe,130.05003639553885,4591.247997072008,105520
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,yes,42.033836714481566,10266.309354831761,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,yes,43.017828389397394,6012.038355297359,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,maybe,56.04965140694883,2811.0605068684886,51153
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,yes,60.04435132279964,18032.017360750226,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,yes,70.02873742628398,3616.905234259002,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,maybe,84.044389915257,2366.8751785061195,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,yes,88.03934093331462,4855.183290660256,51019
O-Acetyl-L-serine,pos,148.06043499999998,5.397976864,7.505107613,maybe,121.02856858009713,4136.861393192469,51019
beta-Glutamic acid,pos,148.06043499999998,11.11733175,12.06669836,yes,43.01781405049339,33120.21259788745,99758
beta-Glutamic acid,pos,148.06043499999998,11.11733175,12.06669836,yes,46.028762431876,14641.699719168922,99758
beta-Glutamic acid,pos,148.06043499999998,11.11733175,12.06669836,yes,70.02869221520119,45399.65440396295,99758
beta-Glutamic acid,pos,148.06043499999998,11.11733175,12.06669836,yes,88.03927824536294,101645.20977816709,99758
N6-Methyladenine,neg,148.062869,3.015260003,4.286952614,maybe,92.02552668882007,23151.638395990147,22896
N6-Methyladenine,neg,148.062869,3.015260003,4.286952614,maybe,132.03171668166706,19445.969745910104,23009
N6-Methyladenine,neg,148.062869,3.015260003,4.286952614,yes,133.03944246298983,386175.0604760235,22896
N6-Methyladenine,neg,148.062869,3.015260003,4.286952614,maybe,146.0474697292058,28369.61127255155,22896
N6-Methyladenine,neg,148.062869,3.015260003,4.286952614,yes,148.0629407989696,526483.6985276995,22896
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,maybe,42.03385360182514,6211.611673509837,76765
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,maybe,57.06987204530326,6479.501333191163,76649
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,yes,58.06509409422086,23998.149102527153,76475
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,maybe,67.05425351816615,4700.042652796801,77156
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,yes,74.02361965218022,35121.01841808215,76475
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,maybe,84.08073890361936,16531.90132977981,76354
Hydroxyisoleucine,pos,148.09681999999998,8.13948349,9.786168148,maybe,160.0968334315693,41513.144578297935,79438
2-Hydroxy-4-(methylthio)butyric acid,neg,149.027791,2.29649615,2.951552728,yes,43.01896471156347,27111.123642841078,18082
2-Hydroxy-4-(methylthio)butyric acid,neg,149.027791,2.29649615,2.951552728,yes,46.99608538600536,311423.91345000686,17939
2-Hydroxy-4-(methylthio)butyric acid,neg,149.027791,2.29649615,2.951552728,maybe,57.034582694487916,20819.62090334045,17939
2-Hydroxy-4-(methylthio)butyric acid,neg,149.027791,2.29649615,2.951552728,maybe,101.02457524805591,15889.161736459884,18001
2-Hydroxy-4-(methylthio)butyric acid,neg,149.027791,2.29649615,2.951552728,yes,149.02799078331364,16822.896525162447,18122
Guanine,neg,150.042134,8.100523202,9.050834304,yes,66.00980156234816,38779.59291754159,63568
Guanine,neg,150.042134,8.100523202,9.050834304,yes,78.0098575779961,9307.134432200537,63568
Guanine,neg,150.042134,8.100523202,9.050834304,yes,80.02555763885039,6595.588642596667,63568
Guanine,neg,150.042134,8.100523202,9.050834304,maybe,82.04112194596519,4649.81625197012,63704
Guanine,neg,150.042134,8.100523202,9.050834304,yes,90.0098857016833,6080.412899216429,63568
Guanine,neg,150.042134,8.100523202,9.050834304,maybe,105.02083915413247,6961.1836617582585,63568
Guanine,neg,150.042134,8.100523202,9.050834304,yes,107.03637305469964,12430.642743452769,63665
Guanine,neg,150.042134,8.100523202,9.050834304,yes,108.0204245537846,32579.72575204855,63568
Guanine,neg,150.042134,8.100523202,9.050834304,yes,133.0156968961888,136184.41712149518,63568
Guanine,neg,150.042134,8.100523202,9.050834304,yes,150.04230854071662,18345.64395189354,63568
L-Methionine,pos,150.058327,6.595656034,7.897432423,yes,44.979308410103535,10587.812438622042,60697
L-Methionine,pos,150.058327,6.595656034,7.897432423,yes,56.0494461615154,96160.57299055363,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,yes,61.010617063848,84925.78232591962,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,74.0235956808915,8225.620107363087,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,74.05996597500172,8202.135229975192,60697
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,84.04433353166547,5814.935286818509,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,yes,87.02634354011613,18258.9418230975,60693
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,102.0549535792408,10051.850325264148,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,104.0529306332312,13806.427811522646,60564
L-Methionine,pos,150.058327,6.595656034,7.897432423,maybe,133.03196967663703,10199.210371591622,60564
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,45.044701085052544,77669.88367916396,27758
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,57.044652967367774,289079.81244451203,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,94.03988229789171,616201.3626302084,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,96.05560022896636,106425.40939550771,27605
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,106.03996229723877,63301.19068367701,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,108.04299715034468,54583.00882636694,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,109.05079868317594,70917.82924207515,27685
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,121.05079262270351,67279.62866012746,27605
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,123.06640680556147,428799.9783409734,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,133.05079557630015,166034.20944111075,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,135.05391977029905,100352.2150868679,27605
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,148.06174847244534,93562.45092015121,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,yes,150.0773945321607,6935869.08989726,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,151.08048502844693,211723.2830417512,27547
N6-Methyladenine,pos,150.077421,3.015260003,4.286952614,maybe,161.4231887915855,64099.45135128638,27605
Xanthine,neg,151.02615,7.841015541,8.841955333,yes,41.99858960693363,129414.40938139739,58621
Xanthine,neg,151.02615,7.841015541,8.841955333,maybe,80.02549040506062,10753.058161647099,58621
Xanthine,neg,151.02615,7.841015541,8.841955333,yes,108.02042687425569,304227.3911467949,58621
Xanthine,neg,151.02615,7.841015541,8.841955333,maybe,133.0158423543193,11747.950718808599,59259
Xanthine,neg,151.02615,7.841015541,8.841955333,yes,151.02627521462927,258308.66548045838,58621
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,44.97933538634816,38359.89429321289,92849
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,45.033489774415074,45016.63199480673,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,45.98707449114134,39077.87882471535,92572
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,yes,46.99492876813075,138489.66263357544,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,55.01781624160052,26805.211237670253,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,58.06509195063805,13324.175367591495,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,yes,61.01058248372337,148637.14463054363,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,yes,62.018402095979994,61454.20670358093,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,62.9897924493227,36667.76236391421,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,yes,63.997650138302824,540234.0230891301,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,73.02833380892874,58217.54544775423,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,yes,79.02114128628043,1464404.4485844017,92318
Dimethylsulfoxonium propionate,pos,151.042343,10.08148904,10.76223154,maybe,84.99479966910458,24251.34914139533,92435
"L-Methionine, 2H3",neg,151.06260600000002,6.760565866,8.008672394,yes,50.01496630885416,7214.346218969508,56514
L-Cysteinesulfinic acid,neg,152.002305,11.52733486,12.3611152,maybe,71.01395008280964,2285.6990408720794,91626
L-Cysteinesulfinic acid,neg,152.002305,11.52733486,12.3611152,yes,88.04042263842484,46138.97939507731,91491
L-Cysteinesulfinic acid,neg,152.002305,11.52733486,12.3611152,maybe,152.00230578004607,2661.1761824592713,91626
Guanine,pos,152.05668599999998,8.100523202,9.050834304,maybe,109.05088547919726,31154.521573182767,74639
Guanine,pos,152.05668599999998,8.100523202,9.050834304,yes,110.03480370072944,209978.32013237017,74510
Guanine,pos,152.05668599999998,8.100523202,9.050834304,maybe,134.04610175542527,22915.609793839787,74872
Guanine,pos,152.05668599999998,8.100523202,9.050834304,yes,135.03008031353707,446156.00227906107,74510
Guanine,pos,152.05668599999998,8.100523202,9.050834304,yes,152.05658922397572,597646.2049848422,74510
Guanine,pos,152.05668599999998,8.100523202,9.050834304,maybe,153.04066792939574,45807.353076107895,74510
"2,5-Dihydroxybenzoic acid",neg,153.01933400000001,3.16878565,4.286275198,maybe,53.03970023855099,26286.005199054398,23585
"2,5-Dihydroxybenzoic acid",neg,153.01933400000001,3.16878565,4.286275198,maybe,81.03467675123169,55080.24822959805,23585
"2,5-Dihydroxybenzoic acid",neg,153.01933400000001,3.16878565,4.286275198,yes,108.02173937142389,721273.6302243165,23585
"2,5-Dihydroxybenzoic acid",neg,153.01933400000001,3.16878565,4.286275198,yes,109.02957345598716,725283.0252987331,23585
"2,5-Dihydroxybenzoic acid",neg,153.01933400000001,3.16878565,4.286275198,maybe,153.01950818958892,65924.40638783063,23585
"Guanine, 13C, 15N2",neg,153.03955900000003,8.152684686,8.992756387,yes,67.00679579375642,20955.100115271674,68746
"Guanine, 13C, 15N2",neg,153.03955900000003,8.152684686,8.992756387,maybe,79.00681189833978,4233.553100598951,68746
