compound_name,polarity,mz_group,quality,notes
Riboflavin-5-phosphate,neg,144.08209,,
Riboflavin-5-phosphate,neg,59.01391,,
Riboflavin-5-phosphate,neg,169.07737,,
Adenosine triphosphate,pos,136.06174,yes,
Adenosine triphosphate,pos,58.06508,,
Adenosine triphosphate,pos,97.0284,maybe,
Adenosine triphosphate,pos,119.03522,maybe,
Adenosine triphosphate,pos,137.06488,,
Adenosine triphosphate,pos,67.05422,,
Adenosine triphosphate,pos,94.04008,,
Adenosine triphosphate,pos,186.07722,,
Adenosine triphosphate,pos,77.03854,,
Adenosine triphosphate,pos,73.04675,,
Adenosine triphosphate,pos,69.0335,maybe,
Adenosine triphosphate,pos,148.0615,maybe,
Adenosine triphosphate,pos,98.98409,maybe,
Adenosine triphosphate,pos,51.02285,,
Adenosine triphosphate,pos,41.03853,maybe,
Adenosine triphosphate,neg,78.95913,yes,
Adenosine triphosphate,neg,158.92559,yes,
Adenosine triphosphate,neg,134.04747,yes,
Adenosine triphosphate,neg,96.9697,,
Adenosine triphosphate,neg,42.99982,,
Adenosine triphosphate,neg,116.92877,,
Adenosine triphosphate,neg,99.92614,,
Adenosine triphosphate,neg,96.96033,,
Adenosine triphosphate,neg,62.96419,,
Taurocholic acid,pos,55.05426,yes,
Taurocholic acid,pos,105.06986,yes,
Taurocholic acid,pos,157.10097,maybe,
Taurocholic acid,pos,131.08524,,
Taurocholic acid,pos,126.02189,yes,
Taurocholic acid,pos,67.05413,,
Taurocholic acid,pos,159.11704,,
Taurocholic acid,pos,81.07001,maybe,
Taurocholic acid,pos,119.08549,,
Taurocholic acid,neg,79.95737,yes,
Taurocholic acid,neg,124.0075,yes,
Taurocholic acid,neg,106.9809,yes,
Taurocholic acid,neg,80.96524,yes,
Taurocholic acid,neg,41.99856,,
Taurocholic acid,neg,94.98095,,
Taurocholic acid,neg,69.03448,,
Guanosine triphosphate,pos,152.05666,yes,
Guanosine triphosphate,pos,135.03013,yes,
Guanosine triphosphate,pos,110.03501,yes,
Guanosine triphosphate,pos,97.02851,maybe,
Guanosine triphosphate,pos,51.02291,,
Guanosine triphosphate,pos,153.04056,maybe,
Guanosine triphosphate,pos,97.02794,,
Guanosine triphosphate,pos,41.03892,,
Guanosine triphosphate,neg,78.95913,yes,
Guanosine triphosphate,neg,158.92562,yes,
Guanosine triphosphate,neg,133.01577,maybe,
Guanosine triphosphate,neg,150.04236,maybe,
Guanosine triphosphate,neg,116.92872,,
Guanosine triphosphate,neg,42.99978,,
Guanosine triphosphate,neg,42.99954,,
Guanosine triphosphate,neg,61.9884,,
Guanosine triphosphate,neg,99.92616,,
Guanosine triphosphate,neg,42.00333,,
UDP-glucose,neg,78.95915,yes,
UDP-glucose,neg,96.96973,yes,
UDP-glucose,neg,158.92559,yes,
UDP-glucose,neg,111.02011,yes,
UDP-glucose,neg,41.9987,maybe,
UDP-glucose,neg,120.9697,maybe,
UDP-glucose,neg,150.98025,maybe,
UDP-glucose,neg,62.96437,maybe,
UDP-glucose,neg,138.9803,maybe,
UDP-N-acetylglucosamine,pos,138.05501,yes,
UDP-N-acetylglucosamine,pos,84.04428,maybe,
UDP-N-acetylglucosamine,pos,126.05488,maybe,
UDP-N-acetylglucosamine,pos,144.06554,maybe,
UDP-N-acetylglucosamine,pos,96.04438,yes,
UDP-N-acetylglucosamine,pos,69.03346,maybe,
UDP-N-acetylglucosamine,pos,97.02829,,
UDP-N-acetylglucosamine,neg,78.95913,yes,
UDP-N-acetylglucosamine,neg,158.92557,yes,
UDP-N-acetylglucosamine,neg,96.96975,yes,
UDP-N-acetylglucosamine,neg,111.02007,yes,
UDP-N-acetylglucosamine,neg,41.9986,maybe,
UDP-N-acetylglucosamine,neg,119.98587,yes,
UDP-N-acetylglucosamine,neg,62.96418,,
UDP-N-acetylglucosamine,neg,176.93624,,
Glutathione disulfide,pos,185.03792,yes,
Glutathione disulfide,pos,85.03962,yes,
Glutathione disulfide,pos,76.02157,yes,
Glutathione disulfide,pos,84.04437,yes,
Glutathione disulfide,pos,155.08208,,
Glutathione disulfide,pos,73.04683,,
Glutathione disulfide,pos,131.99365,maybe,
Glutathione disulfide,pos,131.04517,yes,
Glutathione disulfide,pos,55.01788,maybe,
Glutathione disulfide,pos,142.03204,,
Glutathione disulfide,pos,130.04991,maybe,
Glutathione disulfide,pos,116.01648,maybe,
Glutathione disulfide,pos,83.06043,maybe,
Glutathione disulfide,pos,113.03465,,
Glutathione disulfide,pos,109.07625,yes,
Glutathione disulfide,pos,58.99514,maybe,
Glutathione disulfide,pos,92.01726,,
Glutathione disulfide,pos,153.06589,,
Glutathione disulfide,neg,58.02999,maybe,
Glutathione disulfide,neg,41.9986,maybe,
Glutathione disulfide,neg,99.05656,yes,
Glutathione disulfide,neg,143.04625,maybe,
Glutathione disulfide,neg,128.03552,maybe,
Glutathione disulfide,neg,74.02486,maybe,
Glutathione disulfide,neg,78.95906,,
Glutathione disulfide,neg,135.05645,,
Glutathione disulfide,neg,40.01926,,
Glutathione disulfide,neg,86.02489,,
NAD,pos,136.0618,yes,
NAD,pos,97.02839,yes,
NAD,pos,119.03528,yes,
NAD,pos,58.065,,
NAD,pos,137.06499,maybe,
NAD,pos,69.03348,yes,
NAD,pos,148.06256,,
NAD,pos,123.05533,yes,
NAD,pos,41.03859,yes,
NAD,pos,51.02289,,
NAD,pos,178.07225,maybe,
NAD,pos,133.05078,,
NAD,pos,72.08073,,
NAD,pos,137.04553,,
NAD,neg,78.95914,yes,
NAD,neg,134.0474,yes,
NAD,neg,158.9255,yes,
NAD,neg,96.96971,maybe,
NAD,neg,107.03643,,
NAD,neg,62.96418,maybe,
"3',5'-Cyclic diGMP",pos,152.05675,yes,
"3',5'-Cyclic diGMP",pos,135.0302,yes,
"3',5'-Cyclic diGMP",pos,97.02835,yes,
"3',5'-Cyclic diGMP",pos,110.03488,yes,
"3',5'-Cyclic diGMP",pos,69.03348,yes,
"3',5'-Cyclic diGMP",pos,153.04074,yes,
"3',5'-Cyclic diGMP",pos,41.0386,yes,
"3',5'-Cyclic diGMP",pos,80.02424,,
"3',5'-Cyclic diGMP",pos,134.04613,maybe,
"3',5'-Cyclic diGMP",pos,43.02905,maybe,
"3',5'-Cyclic diGMP",pos,109.05091,yes,
"3',5'-Cyclic diGMP",pos,128.04544,,
"3',5'-Cyclic diGMP",pos,151.04917,,
"3',5'-Cyclic diGMP",neg,78.95912,yes,
"3',5'-Cyclic diGMP",neg,150.04249,yes,
"3',5'-Cyclic diGMP",neg,133.01587,yes,
"3',5'-Cyclic diGMP",neg,96.96978,yes,
"3',5'-Cyclic diGMP",neg,107.03637,,
"3',5'-Cyclic diGMP",neg,108.02055,maybe,
"3',5'-Cyclic diGMP",neg,158.9258,maybe,
"3',5'-Cyclic diGMP",neg,62.96417,,
NADP,neg,78.95913,yes,
NADP,neg,158.92557,maybe,
NADP,neg,135.05081,maybe,
NADP,neg,96.96973,,
NADP,neg,62.96418,,
NADP,neg,134.04755,maybe,
NADP,neg,174.98065,,
NADP,neg,96.9602,,
Flavin adenine dinucleotide,neg,78.95914,yes,
Flavin adenine dinucleotide,neg,96.96974,yes,
Flavin adenine dinucleotide,neg,134.04747,yes,
Flavin adenine dinucleotide,neg,158.92566,yes,
Flavin adenine dinucleotide,neg,41.99864,yes,
Flavin adenine dinucleotide,neg,198.06754,maybe,
Flavin adenine dinucleotide,neg,107.03654,maybe,
Flavin adenine dinucleotide,neg,62.96424,maybe,
Flavin adenine dinucleotide,neg,195.00643,maybe,
"Trimethylamine N-oxide, 2H9",pos,85.13211,yes,
"Trimethylamine N-oxide, 2H9",pos,66.11527,yes,
"Trimethylamine N-oxide, 2H9",pos,68.12938,yes,
"Trimethylamine N-oxide, 2H9",pos,59.06032,maybe,
"Trimethylamine N-oxide, 2H9",pos,117.04838,,
"Trimethylamine N-oxide, 2H9",pos,74.0963,,
"Trimethylamine N-oxide, 2H9",pos,46.05887,maybe,
"Trimethylamine N-oxide, 2H9",pos,181.01159,,
"Trimethylamine N-oxide, 2H9",pos,42.03377,maybe,
"Trimethylamine N-oxide, 2H9",pos,86.13547,,
"Trimethylamine N-oxide, 2H9",pos,124.08689,,
"Trimethylamine N-oxide, 2H9",pos,71.11333,maybe,
"Trimethylamine N-oxide, 2H9",pos,91.56745,maybe,
"Trimethylamine N-oxide, 2H9",pos,118.08612,,
"L-Alanine, 2H3",pos,47.06826,yes,
"L-Alanine, 2H3",pos,59.06039,,
"L-Alanine, 2H3",pos,93.07364,yes,
"L-Alanine, 2H3",pos,74.09652,,
"L-Alanine, 2H3",pos,93.06989,,
"L-Alanine, 2H3",pos,94.06516,,
"L-Alanine, 2H3",pos,91.05419,,
"L-Alanine, 2H3",pos,44.04634,,
"L-Alanine, 2H3",pos,118.08664,,
"L-Alanine, 2H3",pos,48.07156,,
"L-Alanine, 2H3",pos,42.03382,,
"L-Alanine, 2H3",pos,77.03857,,
"L-Alanine, 2H3",pos,50.62683,,
"L-Alanine, 2H3",neg,74.99078,,
"L-Alanine, 2H3",neg,91.05923,,
"L-Alanine, 2H3",neg,90.93323,,
"L-Alanine, 2H3",neg,91.02206,,
"L-Alanine, 2H3",neg,59.96731,,
"L-Alanine, 2H3",neg,91.93147,,
"Cytosine, 13C2, 15N3",pos,117.04831,yes,
"Cytosine, 13C2, 15N3",pos,99.02475,yes,
"Cytosine, 13C2, 15N3",pos,66.11529,maybe,
"Cytosine, 13C2, 15N3",pos,85.13208,maybe,
"Cytosine, 13C2, 15N3",pos,68.12939,maybe,
"Cytosine, 13C2, 15N3",pos,72.04215,yes,
"Cytosine, 13C2, 15N3",pos,118.08622,,
"Cytosine, 13C2, 15N3",pos,99.03773,yes,
"Cytosine, 13C2, 15N3",pos,59.07294,,
"Cytosine, 13C2, 15N3",pos,181.01145,,
"Cytosine, 13C2, 15N3",pos,118.05174,maybe,
"Cytosine, 13C2, 15N3",pos,44.03415,yes,
"Cytosine, 13C2, 15N3",pos,42.03376,,
"Cytosine, 13C2, 15N3",pos,77.03856,,
"Cytosine, 13C2, 15N3",pos,58.0651,,
"Cytosine, 13C2, 15N3",pos,74.09641,,
"Cytosine, 13C2, 15N3",pos,124.10008,,
"Cytosine, 13C2, 15N3",pos,59.06034,,
"Succinic acid, 2H4",neg,77.05466,yes,
"Succinic acid, 2H4",neg,121.04445,yes,
"Succinic acid, 2H4",neg,102.02768,maybe,
"Succinic acid, 2H4",neg,58.03781,,
"Succinic acid, 2H4",neg,77.03991,,
"L-Proline, 2H7",pos,77.10902,yes,
"L-Proline, 2H7",pos,123.11457,yes,
"L-Proline, 2H7",pos,124.08692,,
"L-Proline, 2H7",pos,42.03381,maybe,
"L-Proline, 2H7",pos,59.06035,,
"L-Proline, 2H7",pos,78.11228,maybe,
"L-Proline, 2H7",pos,123.09186,,
"L-Proline, 2H7",pos,123.0805,,
"L-Proline, 2H7",pos,74.09651,,
"L-Proline, 2H7",pos,123.0823,,
"L-Proline, 2H7",pos,123.09061,,
"L-Proline, 2H7",pos,123.09976,,
"L-Proline, 2H7",pos,82.93807,,
"L-Proline, 2H7",pos,78.1133,,
"Glycine betaine, 13C5, 15N",pos,124.09994,yes,
"Glycine betaine, 13C5, 15N",pos,63.07999,yes,
"Glycine betaine, 13C5, 15N",pos,62.07218,yes,
"Glycine betaine, 13C5, 15N",pos,124.08732,,
"Glycine betaine, 13C5, 15N",pos,124.08664,,
"Glycine betaine, 13C5, 15N",pos,181.01136,,
"Glycine betaine, 13C5, 15N",pos,59.06027,,
"Glycine betaine, 13C5, 15N",pos,45.03762,,
"Glycine betaine, 13C5, 15N",pos,125.07089,,
"Glycine betaine, 13C5, 15N",pos,42.03382,,
"Glycine betaine, 13C5, 15N",pos,84.0443,,
"Glycine betaine, 13C5, 15N",pos,133.48211,,
"Glycine betaine, 13C5, 15N",pos,133.48045,,
"Glycine betaine, 13C5, 15N",pos,125.10823,,
"Glycine betaine, 13C5, 15N",pos,74.09636,,
"Glycine betaine, 13C5, 15N",pos,118.08631,,
"Glycine betaine, 13C5, 15N",neg,90.00976,,
"Glycine betaine, 13C5, 15N",neg,122.07237,,
"Glycine betaine, 13C5, 15N",neg,123.05646,,
"Glycine betaine, 13C5, 15N",neg,122.08562,,
"Glycine betaine, 13C5, 15N",neg,122.03589,,
"Glycine betaine, 13C5, 15N",neg,81.04583,,
"Glycine betaine, 13C5, 15N",neg,40.01934,,
"Glycine betaine, 13C5, 15N",neg,78.04319,,
"L-Valine, 2H8",pos,80.13096,yes,
"L-Valine, 2H8",pos,62.09808,yes,
"L-Valine, 2H8",pos,62.09836,,
"L-Valine, 2H8",pos,126.07384,,
"L-Valine, 2H8",pos,126.06827,,
"L-Valine, 2H8",pos,62.08866,yes,
"L-Valine, 2H8",pos,126.06626,,
"L-Valine, 2H8",pos,42.0338,,
"L-Valine, 2H8",pos,155.05391,,
"L-Valine, 2H8",pos,59.06036,,
"L-Valine, 2H8",pos,85.04786,,
"Isethionic acid, 13C2",neg,126.99811,yes,
"Isethionic acid, 13C2",neg,79.95736,yes,
"Isethionic acid, 13C2",neg,95.9842,yes,
"Isethionic acid, 13C2",neg,108.98752,yes,
"Isethionic acid, 13C2",neg,41.99865,,
"Isethionic acid, 13C2",neg,41.99839,,
"Isethionic acid, 13C2",neg,126.92909,,
"Isethionic acid, 13C2",neg,126.93476,,
"Taurine, 2H4",pos,48.07456,yes,
"Taurine, 2H4",pos,130.04709,yes,
"Taurine, 2H4",pos,112.03652,yes,
"Taurine, 2H4",pos,59.06036,,
"Taurine, 2H4",pos,130.15901,maybe,
"Taurine, 2H4",pos,42.03381,,
"Taurine, 2H4",pos,74.09647,,
"Taurine, 2H4",pos,57.06989,maybe,
"Taurine, 2H4",pos,86.00582,,
"Taurine, 2H4",pos,58.06505,,
"Taurine, 2H4",pos,56.04931,,
"Taurine, 2H4",pos,49.0586,,
"Taurine, 2H4",pos,113.02041,,
"Taurine, 2H4",pos,88.07562,,
"Taurine, 2H4",neg,128.03249,yes,
"Taurine, 2H4",neg,79.95735,yes,
"Taurine, 2H4",neg,41.99871,,
"Taurine, 2H4",neg,41.99842,,
"Taurine, 2H4",neg,109.9998,,
"Taurine, 2H4",neg,128.01018,,
"Taurine, 2H4",neg,127.93274,,
"Taurine, 2H4",neg,65.9766,,
"Thymine, 2H4",pos,131.07527,yes,
"Thymine, 2H4",pos,114.04873,yes,
"Thymine, 2H4",pos,88.06952,yes,
"Thymine, 2H4",pos,113.06472,maybe,
"Thymine, 2H4",pos,60.07452,maybe,
"Thymine, 2H4",pos,58.05892,,
"Thymine, 2H4",pos,131.16232,,
"Thymine, 2H4",pos,131.11792,,
"Thymine, 2H4",pos,42.03379,,
"Thymine, 2H4",pos,91.05416,,
"Thymine, 2H4",pos,74.09637,,
"Thymine, 2H4",pos,86.05388,maybe,
"Thymine, 2H4",pos,75.09979,,
"Thymine, 2H4",pos,45.0334,,
"Thymine, 2H4",pos,58.07325,,
"Thymine, 2H4",neg,41.99858,yes,
"Thymine, 2H4",neg,129.06084,yes,
"Thymine, 2H4",neg,45.17346,,
"Thymine, 2H4",neg,45.17397,,
"L-Isoleucine, 15N",pos,124.09999,,
"L-Isoleucine, 15N",pos,87.09342,yes,
"L-Isoleucine, 15N",pos,45.04651,yes,
"L-Isoleucine, 15N",pos,181.01204,,
"L-Isoleucine, 15N",pos,69.06984,yes,
"L-Isoleucine, 15N",pos,45.03338,,
"L-Isoleucine, 15N",pos,42.03369,,
"L-Isoleucine, 15N",pos,41.03852,maybe,
"L-Isoleucine, 15N",pos,68.12934,,
"L-Isoleucine, 15N",pos,72.08082,,
"L-Isoleucine, 15N",pos,86.09655,,
"L-Isoleucine, 15N",neg,131.0844,yes,
"L-Isoleucine, 15N",neg,41.99856,,
"L-Isoleucine, 15N",neg,130.93118,,
"L-Isoleucine, 15N",neg,41.99897,,
"L-Isoleucine, 15N",neg,115.95273,,
"L-Isoleucine, 15N",neg,85.06592,,
"L-Isoleucine, 15N",neg,83.06335,,
"L-Isoleucine, 15N",neg,41.01452,,
"Ornithine, 2H6",pos,76.10275,yes,
"Ornithine, 2H6",pos,42.0338,,
"Ornithine, 2H6",pos,59.06036,maybe,
"Ornithine, 2H6",pos,122.10822,yes,
"Ornithine, 2H6",pos,57.93477,,
"Ornithine, 2H6",pos,116.9719,,
"Ornithine, 2H6",pos,75.09647,yes,
"Ornithine, 2H6",pos,74.09635,,
"Ornithine, 2H6",pos,75.09708,,
"Ornithine, 2H6",pos,126.96748,,
"Ornithine, 2H6",pos,74.09016,maybe,
"Ornithine, 2H6",pos,98.96131,,
"Ornithine, 2H6",pos,77.10671,,
"Ornithine, 2H6",pos,139.12296,,
"Ornithine, 2H6",pos,77.03851,,
"Ornithine, 2H6",pos,121.12415,maybe,
"Ornithine, 2H6",pos,77.10896,maybe,
"Ornithine, 2H6",pos,56.9648,,
"Ornithine, 2H6",pos,74.09132,,
"Sulfoacetic acid, 13C2",neg,95.98422,yes,
"Sulfoacetic acid, 13C2",neg,79.95725,yes,
"Sulfoacetic acid, 13C2",neg,79.95746,yes,
"Sulfoacetic acid, 13C2",neg,140.9775,maybe,
"Sulfoacetic acid, 13C2",neg,64.9704,,
"Sulfoacetic acid, 13C2",neg,114.9386,,
"Homarine, 2H3",pos,141.07368,yes,
"Homarine, 2H3",pos,78.03375,yes,
"Homarine, 2H3",pos,97.08388,yes,
"Homarine, 2H3",pos,142.07985,yes,
"Homarine, 2H3",pos,106.02866,yes,
"Homarine, 2H3",pos,96.04436,yes,
"Homarine, 2H3",pos,79.04003,yes,
"Homarine, 2H3",pos,51.02286,yes,
"Homarine, 2H3",pos,98.09008,yes,
"Homarine, 2H3",pos,124.03925,yes,
"Homarine, 2H3",pos,59.0603,,
"Homarine, 2H3",pos,53.03851,maybe,
"Homarine, 2H3",pos,42.03374,,
"Homarine, 2H3",pos,151.73812,yes,
"Homarine, 2H3",pos,95.06925,maybe,
"Homarine, 2H3",pos,95.06815,yes,
"Homarine, 2H3",pos,70.07304,maybe,
"Homarine, 2H3",pos,97.05061,maybe,
"Homarine, 2H3",pos,124.08666,,
"Homarine, 2H3",neg,112.93799,,
"Homarine, 2H3",neg,113.93504,,
"Homarine, 2H3",neg,95.06945,,
"Homarine, 2H3",neg,138.94276,,
"Homarine, 2H3",neg,111.9375,,
"Homarine, 2H3",neg,139.93812,,
"Homarine, 2H3",neg,138.94089,,
"Homarine, 2H3",neg,115.92068,,
"Homarine, 2H3",neg,94.06322,,
"Homarine, 2H3",neg,77.02717,,
"L-Methionine, 2H3",pos,56.04944,yes,
"L-Methionine, 2H3",pos,64.02946,yes,
"L-Methionine, 2H3",pos,66.11527,,
"L-Methionine, 2H3",pos,90.04514,yes,
"L-Methionine, 2H3",pos,68.12942,,
"L-Methionine, 2H3",pos,62.07234,yes,
"L-Methionine, 2H3",pos,107.07165,maybe,
"L-Methionine, 2H3",pos,136.05083,,
"L-Methionine, 2H3",pos,124.09999,,
"L-Methionine, 2H3",pos,97.08389,,
"L-Methionine, 2H3",pos,125.07892,,
"L-Methionine, 2H3",pos,85.13214,,
"L-Methionine, 2H3",pos,102.05514,,
"L-Methionine, 2H3",pos,90.0461,,
"L-Methionine, 2H3",pos,153.07377,,
"L-Methionine, 2H3",pos,181.0115,,
"L-Methionine, 2H3",pos,74.05994,,
"L-Methionine, 2H3",pos,42.0338,,
"L-Methionine, 2H3",pos,58.0651,,
"L-Methionine, 2H3",neg,50.01497,yes,
"L-Methionine, 2H3",neg,136.01675,,
"L-Methionine, 2H3",neg,92.02686,,
"L-Methionine, 2H3",neg,151.07672,,
"L-Methionine, 2H3",neg,66.0182,,
"L-Methionine, 2H3",neg,79.95811,,
"L-Methionine, 2H3",neg,108.0218,,
"L-Methionine, 2H3",neg,71.014,,
"L-Methionine, 2H3",neg,151.00656,,
"Guanine, 13C, 15N2",pos,155.05403,yes,
"Guanine, 13C, 15N2",pos,138.0275,yes,
"Guanine, 13C, 15N2",pos,113.03226,yes,
"Guanine, 13C, 15N2",pos,42.03381,,
"Guanine, 13C, 15N2",pos,59.06034,,
"Guanine, 13C, 15N2",pos,156.03862,maybe,
"Guanine, 13C, 15N2",pos,118.08617,,
"Guanine, 13C, 15N2",pos,156.03763,maybe,
"Guanine, 13C, 15N2",pos,112.04821,maybe,
"Guanine, 13C, 15N2",pos,137.04357,maybe,
"Guanine, 13C, 15N2",pos,58.06516,,
"Guanine, 13C, 15N2",pos,46.06508,,
"Guanine, 13C, 15N2",pos,74.09634,,
"Guanine, 13C, 15N2",neg,136.01302,yes,
"Guanine, 13C, 15N2",neg,67.00682,yes,
"Guanine, 13C, 15N2",neg,111.01783,yes,
"Guanine, 13C, 15N2",neg,153.03963,yes,
"Guanine, 13C, 15N2",neg,83.02284,maybe,
"Guanine, 13C, 15N2",neg,79.0068,maybe,
"Guanine, 13C, 15N2",neg,110.03378,maybe,
"Guanine, 13C, 15N2",neg,129.02824,,
"Guanine, 13C, 15N2",neg,41.01472,,
"Guanine, 13C, 15N2",neg,92.01017,maybe,
"Guanine, 13C, 15N2",neg,108.01809,yes,
"L-Histidine, 15N",pos,77.03853,yes,
"L-Histidine, 15N",pos,74.92775,,
"L-Histidine, 15N",pos,51.0229,yes,
"L-Histidine, 15N",pos,95.04913,maybe,
"L-Histidine, 15N",pos,111.06827,maybe,
"L-Histidine, 15N",pos,74.93738,,
"L-Histidine, 15N",pos,74.92734,,
"L-Histidine, 15N",pos,105.0447,,
"L-Histidine, 15N",pos,74.93764,,
"L-Histidine, 15N",pos,42.0338,,
"L-Histidine, 15N",pos,84.05743,,
"L-Histidine, 15N",pos,43.01784,,
"L-Histidine, 15N",pos,158.09643,,
"L-Histidine, 15N",pos,58.0651,,
"L-Histidine, 15N",pos,94.04173,,
"L-Cysteic acid, 2H3",pos,127.02511,yes,
"L-Cysteic acid, 2H3",pos,42.0338,,
"L-Cysteic acid, 2H3",pos,109.01454,yes,
"L-Cysteic acid, 2H3",pos,46.06046,maybe,
"L-Cysteic acid, 2H3",pos,45.0526,maybe,
"L-Cysteic acid, 2H3",pos,55.05422,,
"L-Cysteic acid, 2H3",pos,108.00824,,
"L-Cysteic acid, 2H3",pos,46.06488,,
"L-Cysteic acid, 2H3",pos,73.04763,,
"L-Cysteic acid, 2H3",pos,72.04441,,
"L-Cysteic acid, 2H3",pos,173.10771,,
"L-Cysteic acid, 2H3",neg,80.9652,yes,
"L-Cysteic acid, 2H3",neg,74.03272,yes,
"L-Cysteic acid, 2H3",neg,81.9715,yes,
"L-Cysteic acid, 2H3",neg,153.98965,yes,
"L-Cysteic acid, 2H3",neg,171.01637,yes,
"L-Cysteic acid, 2H3",neg,88.03737,yes,
"L-Cysteic acid, 2H3",neg,171.0195,,
"L-Cysteic acid, 2H3",neg,96.96022,,
"L-Cysteic acid, 2H3",neg,73.02643,maybe,
"L-Cysteic acid, 2H3",neg,89.04355,,
"L-Cysteic acid, 2H3",neg,152.98326,,
"L-Cysteic acid, 2H3",neg,152.89633,,
"L-Cysteic acid, 2H3",neg,171.13933,,
"3-Sulfolactate, 13C3",neg,74.02394,yes,
"3-Sulfolactate, 13C3",neg,153.9807,yes,
"3-Sulfolactate, 13C3",neg,80.96525,yes,
"3-Sulfolactate, 13C3",neg,171.99166,yes,
"3-Sulfolactate, 13C3",neg,136.93692,,
"3-Sulfolactate, 13C3",neg,154.94735,,
"3-Sulfolactate, 13C3",neg,99.92585,,
"3-Sulfolactate, 13C3",neg,90.01882,maybe,
"3-Sulfolactate, 13C3",neg,41.99858,,
"3-Sulfolactate, 13C3",neg,76.97018,,
"Citrulline, 2H4",pos,74.09018,yes,
"Citrulline, 2H4",pos,42.03379,,
"Citrulline, 2H4",pos,117.09601,yes,
"Citrulline, 2H4",pos,59.06036,,
"Citrulline, 2H4",pos,148.10579,,
"Citrulline, 2H4",pos,43.03705,,
"Citrulline, 2H4",pos,163.10131,maybe,
"Citrulline, 2H4",pos,119.11157,,
"Citrulline, 2H4",pos,118.08029,yes,
"Citrulline, 2H4",pos,58.0651,,
"Citrulline, 2H4",pos,59.0729,,
"Citrulline, 2H4",pos,120.09525,,
"Citrulline, 2H4",pos,118.07958,,
"Citrulline, 2H4",pos,46.06509,,
"Citrulline, 2H4",pos,47.07932,,
"Citrulline, 2H4",neg,135.10775,yes,
"Citrulline, 2H4",neg,90.92365,,
"Citrulline, 2H4",neg,41.99862,maybe,
"Citrulline, 2H4",neg,87.08646,maybe,
"Citrulline, 2H4",neg,159.89195,,
"Citrulline, 2H4",neg,159.89303,,
"Citrulline, 2H4",neg,177.92918,,
"Citrulline, 2H4",neg,134.91372,,
"Citrulline, 2H4",neg,134.913,,
"Arsenobetaine, 13C2",pos,119.9914,yes,
"Arsenobetaine, 13C2",pos,181.0114,yes,
"Arsenobetaine, 13C2",pos,104.96792,yes,
"Arsenobetaine, 13C2",pos,124.10018,,
"Arsenobetaine, 13C2",pos,63.07996,,
"Arsenobetaine, 13C2",pos,163.0009,yes,
"Arsenobetaine, 13C2",pos,136.99415,yes,
"Arsenobetaine, 13C2",pos,66.11527,,
"Arsenobetaine, 13C2",pos,62.07218,,
"Arsenobetaine, 13C2",pos,102.95232,yes,
"Arsenobetaine, 13C2",pos,150.96442,maybe,
"Arsenobetaine, 13C2",pos,42.03384,,
"Arsenobetaine, 13C2",pos,68.12932,,
"Arsenobetaine, 13C2",pos,136.01837,yes,
"Arsenobetaine, 13C2",pos,118.98358,maybe,
"Arsenobetaine, 13C2",pos,120.99476,maybe,
"Arsenobetaine, 13C2",pos,147.97746,maybe,
"L-Arginine, 13C6, 15N4",pos,75.07554,yes,
"L-Arginine, 13C6, 15N4",pos,42.03377,,
"L-Arginine, 13C6, 15N4",pos,64.05005,yes,
"L-Arginine, 13C6, 15N4",pos,59.06037,,
"L-Arginine, 13C6, 15N4",pos,43.03702,,
"L-Arginine, 13C6, 15N4",pos,122.08443,yes,
"L-Arginine, 13C6, 15N4",pos,59.07283,,
"L-Arginine, 13C6, 15N4",pos,58.06507,,
"L-Arginine, 13C6, 15N4",pos,138.10541,yes,
"L-Arginine, 13C6, 15N4",pos,43.01777,,
"L-Arginine, 13C6, 15N4",pos,77.03855,,
"L-Arginine, 13C6, 15N4",pos,46.06503,,
"L-Arginine, 13C6, 15N4",pos,105.04468,,
"L-Arginine, 13C6, 15N4",pos,77.09121,yes,
"L-Arginine, 13C6, 15N4",pos,120.09476,maybe,
"L-Arginine, 13C6, 15N4",pos,118.08639,maybe,
"L-Arginine, 13C6, 15N4",pos,46.02646,maybe,
"L-Arginine, 13C6, 15N4",pos,95.049,,
"L-Arginine, 13C6, 15N4",neg,138.09347,yes,
"L-Arginine, 13C6, 15N4",neg,44.01201,maybe,
"L-Arginine, 13C6, 15N4",neg,90.92363,,
"L-Arginine, 13C6, 15N4",neg,68.99584,,
"L-Arginine, 13C6, 15N4",neg,91.08464,,
"L-Arginine, 13C6, 15N4",neg,120.06986,,
"L-Arginine, 13C6, 15N4",neg,99.92588,maybe,
"L-Arginine, 13C6, 15N4",neg,56.99582,,
"L-Arginine, 13C6, 15N4",neg,183.00465,,
"L-Arginine, 13C6, 15N4",neg,62.03565,,
"L-Arginine, 13C6, 15N4",neg,46.00158,,
"L-Arginine, 13C6, 15N4",neg,120.08289,,
"L-Arginine, 13C6, 15N4",neg,89.06901,,
"Glucosamine, 13C6",pos,75.05445,yes,
"Glucosamine, 13C6",pos,46.05616,yes,
"Glucosamine, 13C6",pos,62.05109,yes,
"Glucosamine, 13C6",pos,88.05782,yes,
"Glucosamine, 13C6",pos,74.07853,yes,
"Glucosamine, 13C6",pos,73.0469,yes,
"Glucosamine, 13C6",pos,42.03402,,
"Glucosamine, 13C6",pos,59.05963,maybe,
